ROW,STRATA_ID,SLOPE_CAT,LU_CAT,SLOPE_RANGE,ENV_RANGE,LU_RANGE,clc_level3,clc_level2,clc_level1,LEVEL_LU,ENV_CAT_CODE,ENV_CAT,LULUCF_CODE,LULUCF_DESCRIPTION,LULUCF_CODE_L2,LULUCF_DESCRIPTION_L2
1244,354,MODERATE,Non_irrigated_arable_land,"[15, 30]",14,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,MAC,Macaronesia,CL,Cropland,ACL,Arable cropland
1245,355,MODERATE,Permanently_irrigated_arable_land,"[15, 30]",14,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,MAC,Macaronesia,CL,Cropland,ACL,Arable cropland
1246,356,MODERATE,Rice_fields,"[15, 30]",14,213,Rice fields,Arable land,Agricultural areas,SOC_classif,MAC,Macaronesia,CL,Cropland,ACL,Arable cropland
1247,357,MODERATE,Permanent_crops,"[15, 30]",14,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,MAC,Macaronesia,CL,Cropland,PCL,Permanent cropland
1248,357,MODERATE,Permanent_crops,"[15, 30]",14,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,MAC,Macaronesia,CL,Cropland,PCL,Permanent cropland
1249,357,MODERATE,Permanent_crops,"[15, 30]",14,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,MAC,Macaronesia,CL,Cropland,PCL,Permanent cropland
1250,358,MODERATE,Pasture,"[15, 30]",14,231,Pastures,Pastures,Agricultural areas,SOC_classif,MAC,Macaronesia,GL,Grassland,GL,Grassland
1251,359,MODERATE,Heterogeneous_agro,"[15, 30]",14,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MAC,Macaronesia,CL,Cropland,ACL,Arable cropland
1252,359,MODERATE,Heterogeneous_agro,"[15, 30]",14,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MAC,Macaronesia,CL,Cropland,ACL,Arable cropland
1253,359,MODERATE,Heterogeneous_agro,"[15, 30]",14,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MAC,Macaronesia,CL,Cropland,ACL,Arable cropland
1254,359,MODERATE,Heterogeneous_agro,"[15, 30]",14,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,MAC,Macaronesia,CL,Cropland,AFCL,Agroforestry cropland
1255,360,MODERATE,Broadleaved_forest,"[15, 30]",14,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,MAC,Macaronesia,FL,Forest land,FL,Forest land
1256,361,MODERATE,Coniferous_forest,"[15, 30]",14,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,MAC,Macaronesia,FL,Forest land,FL,Forest land
1257,362,MODERATE,Mixed_forest,"[15, 30]",14,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,MAC,Macaronesia,FL,Forest land,FL,Forest land
1258,363,MODERATE,Natural_grassland,"[15, 30]",14,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MAC,Macaronesia,GL,Grassland,GL,Grassland
1259,364,MODERATE,Moors_heathland,"[15, 30]",14,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MAC,Macaronesia,GL,Grassland,GL,Grassland
1260,365,MODERATE,Sclerophyllous_veg,"[15, 30]",14,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MAC,Macaronesia,GL,Grassland,GL,Grassland
1261,366,MODERATE,Transitional_woodland_shrub,"[15, 30]",14,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,MAC,Macaronesia,FL,Forest land,FL,Forest land
1262,367,MODERATE,Open_spaces_little_no_veg,"[15, 30]",14,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MAC,Macaronesia,OL,Other land,OL,Other land
1263,367,MODERATE,Open_spaces_little_no_veg,"[15, 30]",14,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MAC,Macaronesia,OL,Other land,OL,Other land
1264,367,MODERATE,Open_spaces_little_no_veg,"[15, 30]",14,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MAC,Macaronesia,OL,Other land,OL,Other land
1265,367,MODERATE,Open_spaces_little_no_veg,"[15, 30]",14,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MAC,Macaronesia,FL,Forest land,FL,Forest land
1266,367,MODERATE,Open_spaces_little_no_veg,"[15, 30]",14,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,MAC,Macaronesia,OL,Other land,OL,Other land
1267,368,MODERATE,Wetlands,"[15, 30]",14,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,MAC,Macaronesia,WL,Wetlands,WL,Wetlands
1268,368,MODERATE,Wetlands,"[15, 30]",14,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,MAC,Macaronesia,WL,Wetlands,WL,Wetlands
1269,368,MODERATE,Wetlands,"[15, 30]",14,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,MAC,Macaronesia,WL,Wetlands,WL,Wetlands
1270,368,MODERATE,Wetlands,"[15, 30]",14,422,Salines,Coastal wetlands,Wetlands,SOC_classif,MAC,Macaronesia,WL,Wetlands,WL,Wetlands
1271,368,MODERATE,Wetlands,"[15, 30]",14,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,MAC,Macaronesia,WL,Wetlands,WL,Wetlands
1272,368,MODERATE,Wetlands,"[15, 30]",14,511,Water courses,Inland waters,Water bodies,SOC_classif,MAC,Macaronesia,WL,Wetlands,WL,Wetlands
1273,368,MODERATE,Wetlands,"[15, 30]",14,512,Water bodies,Inland waters,Water bodies,SOC_classif,MAC,Macaronesia,WL,Wetlands,WL,Wetlands
1274,368,MODERATE,Wetlands,"[15, 30]",14,521,Coastal lagoons,Coastal waters,Water bodies,SOC_classif,MAC,Macaronesia,WL,Wetlands,WL,Wetlands
1275,368,MODERATE,Wetlands,"[15, 30]",14,522,Estuaries,Coastal waters,Water bodies,SOC_classif,MAC,Macaronesia,WL,Wetlands,WL,Wetlands
1276,368,MODERATE,Wetlands,"[15, 30]",14,523,Sea and Ocean,Coastal waters,Water bodies,SOC_classif,MAC,Macaronesia,WL,Wetlands,WL,Wetlands
1277,369,MODERATE,Artificial_surfaces,"[15, 30]",15,111,Continuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,ARC,Arctic,SL,Settlements,SL,Settlements
1278,369,MODERATE,Artificial_surfaces,"[15, 30]",15,112,Discontinuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,ARC,Arctic,SL,Settlements,SL,Settlements
1279,369,MODERATE,Artificial_surfaces,"[15, 30]",15,121,Industrial or commercial units,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ARC,Arctic,SL,Settlements,SL,Settlements
1280,369,MODERATE,Artificial_surfaces,"[15, 30]",15,122,Road and rail networks and associated land,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ARC,Arctic,SL,Settlements,SL,Settlements
1281,369,MODERATE,Artificial_surfaces,"[15, 30]",15,123,Port areas,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ARC,Arctic,SL,Settlements,SL,Settlements
1282,369,MODERATE,Artificial_surfaces,"[15, 30]",15,124,Airports,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ARC,Arctic,SL,Settlements,SL,Settlements
1283,369,MODERATE,Artificial_surfaces,"[15, 30]",15,131,Mineral extraction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ARC,Arctic,SL,Settlements,SL,Settlements
1284,369,MODERATE,Artificial_surfaces,"[15, 30]",15,132,Dump sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ARC,Arctic,SL,Settlements,SL,Settlements
1285,369,MODERATE,Artificial_surfaces,"[15, 30]",15,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ARC,Arctic,SL,Settlements,SL,Settlements
1286,369,MODERATE,Artificial_surfaces,"[15, 30]",15,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,ARC,Arctic,SL,Settlements,SL,Settlements
1287,369,MODERATE,Artificial_surfaces,"[15, 30]",15,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,ARC,Arctic,SL,Settlements,SL,Settlements
1288,370,MODERATE,Non_irrigated_arable_land,"[15, 30]",15,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,ARC,Arctic,CL,Cropland,ACL,Arable cropland
1289,371,MODERATE,Permanently_irrigated_arable_land,"[15, 30]",15,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,ARC,Arctic,CL,Cropland,ACL,Arable cropland
1290,372,MODERATE,Rice_fields,"[15, 30]",15,213,Rice fields,Arable land,Agricultural areas,SOC_classif,ARC,Arctic,CL,Cropland,ACL,Arable cropland
1291,373,MODERATE,Permanent_crops,"[15, 30]",15,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,ARC,Arctic,CL,Cropland,PCL,Permanent cropland
1292,373,MODERATE,Permanent_crops,"[15, 30]",15,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,ARC,Arctic,CL,Cropland,PCL,Permanent cropland
1293,373,MODERATE,Permanent_crops,"[15, 30]",15,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,ARC,Arctic,CL,Cropland,PCL,Permanent cropland
1294,374,MODERATE,Pasture,"[15, 30]",15,231,Pastures,Pastures,Agricultural areas,SOC_classif,ARC,Arctic,GL,Grassland,GL,Grassland
1295,375,MODERATE,Heterogeneous_agro,"[15, 30]",15,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ARC,Arctic,CL,Cropland,ACL,Arable cropland
1296,375,MODERATE,Heterogeneous_agro,"[15, 30]",15,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ARC,Arctic,CL,Cropland,ACL,Arable cropland
1297,375,MODERATE,Heterogeneous_agro,"[15, 30]",15,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ARC,Arctic,CL,Cropland,ACL,Arable cropland
1298,375,MODERATE,Heterogeneous_agro,"[15, 30]",15,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ARC,Arctic,CL,Cropland,AFCL,Agroforestry cropland
1299,376,MODERATE,Broadleaved_forest,"[15, 30]",15,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,ARC,Arctic,FL,Forest land,FL,Forest land
1300,377,MODERATE,Coniferous_forest,"[15, 30]",15,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,ARC,Arctic,FL,Forest land,FL,Forest land
1301,378,MODERATE,Mixed_forest,"[15, 30]",15,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,ARC,Arctic,FL,Forest land,FL,Forest land
1302,379,MODERATE,Natural_grassland,"[15, 30]",15,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ARC,Arctic,GL,Grassland,GL,Grassland
1303,380,MODERATE,Moors_heathland,"[15, 30]",15,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ARC,Arctic,GL,Grassland,GL,Grassland
1304,381,MODERATE,Sclerophyllous_veg,"[15, 30]",15,323,Sclerophyllous vegetation,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ARC,Arctic,GL,Grassland,GL,Grassland
1305,382,MODERATE,Transitional_woodland_shrub,"[15, 30]",15,324,Transitional woodland-shrub,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ARC,Arctic,FL,Forest land,FL,Forest land
1306,383,MODERATE,Open_spaces_little_no_veg,"[15, 30]",15,331,"Beaches, dunes and sand plains",Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ARC,Arctic,OL,Other land,OL,Other land
1307,383,MODERATE,Open_spaces_little_no_veg,"[15, 30]",15,332,Bare rocks,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ARC,Arctic,OL,Other land,OL,Other land
1308,383,MODERATE,Open_spaces_little_no_veg,"[15, 30]",15,333,Sparsely vegetated areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ARC,Arctic,OL,Other land,OL,Other land
1309,383,MODERATE,Open_spaces_little_no_veg,"[15, 30]",15,334,Burnt areas,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ARC,Arctic,FL,Forest land,FL,Forest land
1310,383,MODERATE,Open_spaces_little_no_veg,"[15, 30]",15,335,Glaciers and perpetual snow,Open spaces with little or no vegetation,Forest and semi natural areas,SOC_classif,ARC,Arctic,OL,Other land,OL,Other land
1311,384,MODERATE,Wetlands,"[15, 30]",15,411,Inland marshes,Inland wetlands,Wetlands,SOC_classif,ARC,Arctic,WL,Wetlands,WL,Wetlands
1312,384,MODERATE,Wetlands,"[15, 30]",15,412,Peat bogs,Inland wetlands,Wetlands,SOC_classif,ARC,Arctic,WL,Wetlands,WL,Wetlands
1313,384,MODERATE,Wetlands,"[15, 30]",15,421,Salt marshes,Coastal wetlands,Wetlands,SOC_classif,ARC,Arctic,WL,Wetlands,WL,Wetlands
1314,384,MODERATE,Wetlands,"[15, 30]",15,422,Salines,Coastal wetlands,Wetlands,SOC_classif,ARC,Arctic,WL,Wetlands,WL,Wetlands
1315,384,MODERATE,Wetlands,"[15, 30]",15,423,Intertidal flats,Coastal wetlands,Wetlands,SOC_classif,ARC,Arctic,WL,Wetlands,WL,Wetlands
1316,384,MODERATE,Wetlands,"[15, 30]",15,511,Water courses,Inland waters,Water bodies,SOC_classif,ARC,Arctic,WL,Wetlands,WL,Wetlands
1317,384,MODERATE,Wetlands,"[15, 30]",15,512,Water bodies,Inland waters,Water bodies,SOC_classif,ARC,Arctic,WL,Wetlands,WL,Wetlands
1318,384,MODERATE,Wetlands,"[15, 30]",15,521,Coastal lagoons,Coastal waters,Water bodies,SOC_classif,ARC,Arctic,WL,Wetlands,WL,Wetlands
1319,384,MODERATE,Wetlands,"[15, 30]",15,522,Estuaries,Coastal waters,Water bodies,SOC_classif,ARC,Arctic,WL,Wetlands,WL,Wetlands
1320,384,MODERATE,Wetlands,"[15, 30]",15,523,Sea and Ocean,Coastal waters,Water bodies,SOC_classif,ARC,Arctic,WL,Wetlands,WL,Wetlands
1321,385,STEEP,Artificial_surfaces,"[30, 1000]",1,111,Continuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,ALN,Alpine_north,SL,Settlements,SL,Settlements
1322,385,STEEP,Artificial_surfaces,"[30, 1000]",1,112,Discontinuous urban fabric,Urban fabric,Artificial surfaces,SOC_classif,ALN,Alpine_north,SL,Settlements,SL,Settlements
1323,385,STEEP,Artificial_surfaces,"[30, 1000]",1,121,Industrial or commercial units,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ALN,Alpine_north,SL,Settlements,SL,Settlements
1324,385,STEEP,Artificial_surfaces,"[30, 1000]",1,122,Road and rail networks and associated land,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ALN,Alpine_north,SL,Settlements,SL,Settlements
1325,385,STEEP,Artificial_surfaces,"[30, 1000]",1,123,Port areas,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ALN,Alpine_north,SL,Settlements,SL,Settlements
1326,385,STEEP,Artificial_surfaces,"[30, 1000]",1,124,Airports,"Industrial, commercial and transport units",Artificial surfaces,SOC_classif,ALN,Alpine_north,SL,Settlements,SL,Settlements
1327,385,STEEP,Artificial_surfaces,"[30, 1000]",1,131,Mineral extraction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ALN,Alpine_north,SL,Settlements,SL,Settlements
1328,385,STEEP,Artificial_surfaces,"[30, 1000]",1,132,Dump sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ALN,Alpine_north,SL,Settlements,SL,Settlements
1329,385,STEEP,Artificial_surfaces,"[30, 1000]",1,133,Construction sites,"Mines, dump and construction sites",Artificial surfaces,SOC_classif,ALN,Alpine_north,SL,Settlements,SL,Settlements
1330,385,STEEP,Artificial_surfaces,"[30, 1000]",1,141,Green urban areas,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,ALN,Alpine_north,SL,Settlements,SL,Settlements
1331,385,STEEP,Artificial_surfaces,"[30, 1000]",1,142,Sport and leisure facilities,"Artificial, non-agricultural vegetated areas",Artificial surfaces,SOC_classif,ALN,Alpine_north,SL,Settlements,SL,Settlements
1332,386,STEEP,Non_irrigated_arable_land,"[30, 1000]",1,211,Non-irrigated arable land,Arable land,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,ACL,Arable cropland
1333,387,STEEP,Permanently_irrigated_arable_land,"[30, 1000]",1,212,Permanently irrigated land,Arable land,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,ACL,Arable cropland
1334,388,STEEP,Rice_fields,"[30, 1000]",1,213,Rice fields,Arable land,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,ACL,Arable cropland
1335,389,STEEP,Permanent_crops,"[30, 1000]",1,221,Vineyards,Permanent crops,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,PCL,Permanent cropland
1336,389,STEEP,Permanent_crops,"[30, 1000]",1,222,Fruit trees and berry plantations,Permanent crops,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,PCL,Permanent cropland
1337,389,STEEP,Permanent_crops,"[30, 1000]",1,223,Olive groves,Permanent crops,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,PCL,Permanent cropland
1338,390,STEEP,Pasture,"[30, 1000]",1,231,Pastures,Pastures,Agricultural areas,SOC_classif,ALN,Alpine_north,GL,Grassland,GL,Grassland
1339,391,STEEP,Heterogeneous_agro,"[30, 1000]",1,241,Annual crops associated with permanent crops,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,ACL,Arable cropland
1340,391,STEEP,Heterogeneous_agro,"[30, 1000]",1,242,Complex cultivation patterns,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,ACL,Arable cropland
1341,391,STEEP,Heterogeneous_agro,"[30, 1000]",1,243,Agriculture mosaics with significant natural vegetation,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,ACL,Arable cropland
1342,391,STEEP,Heterogeneous_agro,"[30, 1000]",1,244,Agro-forestry areas,Heterogeneous agricultural areas,Agricultural areas,SOC_classif,ALN,Alpine_north,CL,Cropland,AFCL,Agroforestry cropland
1343,392,STEEP,Broadleaved_forest,"[30, 1000]",1,311,Broad-leaved forest,Forests,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,FL,Forest land,FL,Forest land
1344,393,STEEP,Coniferous_forest,"[30, 1000]",1,312,Coniferous forest,Forests,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,FL,Forest land,FL,Forest land
1345,394,STEEP,Mixed_forest,"[30, 1000]",1,313,Mixed forest,Forests,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,FL,Forest land,FL,Forest land
1346,395,STEEP,Natural_grassland,"[30, 1000]",1,321,Natural grasslands,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,GL,Grassland,GL,Grassland
1347,396,STEEP,Moors_heathland,"[30, 1000]",1,322,Moors and heathland,Scrub and/or herbaceous vegetation associations,Forest and semi natural areas,SOC_classif,ALN,Alpine_north,GL,Grassland,GL,Grassland
